epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,961.965,1.1856,0.69829,1.10779,0.90757,0.83151,0.92703,0.61125,1.21707,0.65608,1.1488,0.0091684,0.0091684,0.0091684
86,973.204,1.18857,0.69316,1.10303,0.89338,0.84054,0.9291,0.6151,1.22943,0.64879,1.16455,0.0091585,0.0091585,0.0091585
87,984.707,1.18713,0.69483,1.10277,0.88817,0.84163,0.92943,0.61826,1.21089,0.63373,1.14653,0.0091486,0.0091486,0.0091486
88,996.887,1.18334,0.69045,1.09767,0.89918,0.83486,0.9263,0.60933,1.22969,0.64236,1.15869,0.0091387,0.0091387,0.0091387
89,1012.42,1.19051,0.68911,1.10292,0.89026,0.83575,0.92352,0.61728,1.20395,0.65095,1.13796,0.0091288,0.0091288,0.0091288
90,1036.62,1.18664,0.69614,1.09922,0.8901,0.85341,0.92955,0.59828,1.24932,0.66573,1.16121,0.0091189,0.0091189,0.0091189
91,1047.46,1.18743,0.69265,1.10703,0.88655,0.84281,0.9281,0.62708,1.17761,0.65016,1.12935,0.009109,0.009109,0.009109
92,1058.41,1.19223,0.69042,1.10479,0.88847,0.83857,0.92649,0.61926,1.20456,0.64369,1.14322,0.0090991,0.0090991,0.0090991
93,1069.01,1.18458,0.68219,1.09852,0.89222,0.84458,0.92512,0.60534,1.2471,0.65598,1.18287,0.0090892,0.0090892,0.0090892
94,1079.6,1.18115,0.68947,1.09992,0.89244,0.84034,0.92871,0.62284,1.19798,0.64149,1.14051,0.0090793,0.0090793,0.0090793
95,1090.93,1.18006,0.68332,1.09664,0.89436,0.84246,0.92734,0.61984,1.20503,0.63683,1.14173,0.0090694,0.0090694,0.0090694
96,1101.95,1.18384,0.68845,1.09842,0.88643,0.84599,0.92983,0.61812,1.20106,0.65137,1.13632,0.0090595,0.0090595,0.0090595
97,1112.88,1.17693,0.67932,1.09304,0.89977,0.84705,0.93199,0.61784,1.21053,0.63072,1.14779,0.0090496,0.0090496,0.0090496
98,1123.87,1.18886,0.69329,1.10094,0.88839,0.80113,0.90882,0.59676,1.22792,0.6777,1.16994,0.0090397,0.0090397,0.0090397
99,1134.62,1.15126,0.67991,1.08764,0.88507,0.84601,0.92836,0.61116,1.22715,0.64603,1.16154,0.0090298,0.0090298,0.0090298
100,1145.57,1.17625,0.67655,1.09199,0.90143,0.84211,0.92935,0.6113,1.22076,0.6352,1.16011,0.0090199,0.0090199,0.0090199
101,1156.45,1.15923,0.67288,1.08952,0.90141,0.83751,0.93018,0.61987,1.20692,0.63249,1.15929,0.00901,0.00901,0.00901
102,1167.4,1.16383,0.66425,1.08528,0.88245,0.84776,0.92541,0.61524,1.21273,0.64818,1.14797,0.0090001,0.0090001,0.0090001
103,1178.14,1.17173,0.67815,1.09085,0.89605,0.84211,0.92838,0.62037,1.2022,0.62918,1.13577,0.0089902,0.0089902,0.0089902
104,1188.89,1.17666,0.67941,1.0989,0.88823,0.84493,0.92969,0.61707,1.21092,0.63258,1.15421,0.0089803,0.0089803,0.0089803
105,1199.8,1.17366,0.67597,1.09324,0.88281,0.83292,0.91167,0.59457,1.24202,0.69168,1.17574,0.0089704,0.0089704,0.0089704
106,1210.92,1.18284,0.6808,1.09672,0.88801,0.83466,0.92712,0.61473,1.20232,0.65317,1.14841,0.0089605,0.0089605,0.0089605
107,1221.58,1.16026,0.67078,1.09029,0.89409,0.84387,0.92874,0.61239,1.22308,0.63981,1.14923,0.0089506,0.0089506,0.0089506
108,1232.33,1.17094,0.67304,1.09524,0.8901,0.84398,0.92863,0.60885,1.23102,0.64669,1.1549,0.0089407,0.0089407,0.0089407
109,1243.14,1.17236,0.67293,1.09624,0.89355,0.82692,0.91896,0.60483,1.24012,0.66237,1.15145,0.0089308,0.0089308,0.0089308
